row,query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
752,Compare allergen labeling laws in Nigeria vs South Africa for food-allergic children,comparison,3,TinyLlama,True,therapy,[],False,11
753,How effective are school allergy action plans in Africa?,general,3,TinyLlama,False,recommendation,[],False,8
754,Recommend emergency epinephrine storage strategies in hot climates for allergic children in Ghana,recommendation,4,Mistral,True,therapy,[],False,12
755,Medical nutrition therapy for a 4yo with alpha-gal syndrome in India,therapy,5,Mistral,False,recommendation,[],True,9
756,Compare hidden mammalian meat derivatives in local processed foods in Nigeria,comparison,4,Mistral,True,therapy,[],False,10
757,How does alpha-gal differ from typical IgE-mediated allergy?,general,4,Mistral,False,recommendation,[],False,8
758,Nutrition therapy for a 7yo with CF and osteopenia in South Africa,therapy,5,Mistral,False,recommendation,['vitamin_d','calcium'],True,10
759,Recommend calcium-fortified local foods for a child with CF in Kenya,recommendation,4,Mistral,True,therapy,['calcium'],True,10
760,Compare vitamin D absorption with different CFTR modulators in Ghana,comparison,4,Mistral,True,therapy,['vitamin_d'],False,9
761,How do CFTR modulators affect nutritional status?,general,4,Mistral,False,recommendation,[],False,7
762,What is the role of DEXA scanning in CF bone health?,general,4,Mistral,False,therapy,[],False,8
763,Medical nutrition therapy for a 5yo with citrin deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
764,Recommend high-carbohydrate, low-protein diet for a child with citrin deficiency in India,recommendation,5,Mistral,True,therapy,['protein','carbohydrate'],True,13
765,Compare sucrose tolerance in citrin deficiency vs healthy children in South Africa,comparison,4,Mistral,True,therapy,['sucrose'],False,10
766,How does citrin deficiency present in older children?,general,4,Mistral,False,recommendation,[],True,7
767,What labs are diagnostic for citrin deficiency?,general,4,Mistral,False,therapy,['ammonia','citrulline'],True,6
768,Ketogenic diet for a 6yo with Dravet syndrome on stiripentol in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
769,Recommend ways to manage stiripentol-induced appetite loss with keto in Nigeria,recommendation,5,Mistral,True,therapy,[],True,11
770,Compare drug interactions between clobazam and ketogenic diet in Ghana,comparison,4,Mistral,True,therapy,[],False,9
771,How does the ketogenic diet affect stiripentol levels?,general,4,Mistral,False,recommendation,[],True,8
772,What is the role of vagus nerve stimulation alongside keto?,general,3,Mistral,False,therapy,[],False,8
773,Nutrition therapy for a 8yo with CKD stage 3 and growth failure in India,therapy,5,Mistral,False,recommendation,['egfr','weight'],True,11
774,Recommend growth-promoting, kidney-safe meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['protein'],True,11
775,Compare IGF-1 levels in children with CKD on different protein intakes in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,11
776,How does metabolic acidosis affect growth in CKD?,general,4,Mistral,False,therapy,[],True,7
777,What is the role of ketoanalogues in pediatric CKD?,general,4,Mistral,False,recommendation,[],True,7
778,Medical nutrition therapy for a 6yo with Crohn’s disease on infliximab in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,11
779,Recommend anti-TNF diet strategies for a child with IBD in Ghana,recommendation,4,Mistral,True,therapy,[],False,10
780,Compare microbiome changes with exclusive enteral nutrition in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
781,How does infliximab affect nutrient absorption?,general,4,Mistral,False,recommendation,[],False,6
782,What are nutritional biomarkers of IBD remission?,general,4,Mistral,False,therapy,['crp','albumin'],True,7
783,Recommend thickened, calorie-dense meals for a 4yo with GERD and failure to thrive in India,recommendation,5,Mistral,True,therapy,[],True,13
784,Medical nutrition therapy for a 3yo with rumination syndrome in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
785,Compare behavioral vs nutritional interventions for rumination in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
786,How does rumination affect growth?,general,3,Mistral,False,recommendation,[],False,5
787,What is the role of diaphragmatic breathing in rumination management?,general,3,TinyLlama,False,therapy,[],False,8
788,Recommend high-energy preterm weaning foods using local grains in Kenya,recommendation,4,Mistral,True,therapy,[],False,10
789,Medical nutrition therapy for a 6-month-old with preterm history and cholestatic liver disease in Ghana,therapy,5,Mistral,False,recommendation,['bilirubin'],True,13
790,Compare MCT oil tolerance in preterm vs term infants in Nigeria,comparison,4,Mistral,True,therapy,['fat'],False,9
791,How does cholestasis affect fat-soluble vitamin absorption in preterms?,general,4,Mistral,False,therapy,['vitamin_a','vitamin_d','vitamin_e','vitamin_k'],True,9
792,What is the role of ursodeoxycholic acid in preterm nutrition?,general,4,Mistral,False,recommendation,[],False,8
793,Recommend insulin-to-carb ratios for a 11yo with T1D in India,recommendation,4,Mistral,True,therapy,['insulin','carbohydrate'],True,10
794,Compare HbA1c targets for children vs adults with T1D in South Africa,comparison,3,TinyLlama,True,therapy,['hba1c'],False,10
795,How does continuous glucose monitoring improve time-in-range in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,9
796,Medical nutrition therapy for a 14yo with T1D and disordered eating in Nigeria,therapy,5,Mistral,False,recommendation,[],True,11
797,Recommend non-stigmatizing language for diabetes nutrition counseling in Ghana,recommendation,3,TinyLlama,True,therapy,[],False,9
798,Compare food allergy prevalence in urban vs rural Africa,comparison,3,TinyLlama,True,therapy,[],False,8
799,How does helminth infection affect food allergy risk?,general,4,Mistral,False,recommendation,[],False,7
800,Recommend allergy-safe school lunch ideas in Kenya,recommendation,4,Mistral,True,therapy,[],False,8
801,Medical nutrition therapy for a 5yo with food protein-induced allergic proctocolitis in India,therapy,5,Mistral,False,recommendation,[],True,12
802,Compare maternal elimination diet efficacy for FPIAP in South Africa,comparison,4,Mistral,True,therapy,[],False,9
803,How is FPIAP different from IBD?,general,3,Mistral,False,recommendation,[],False,6
804,What is the prognosis of FPIAP?,general,3,TinyLlama,False,therapy,[],False,5
805,Nutrition therapy for a 8yo with CF and CFRD on metformin in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
806,Recommend metformin-compatible meals for a child with CFRD in Kenya,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,9
807,Compare metformin side effects in CFRD vs type 2 diabetes in Ghana,comparison,3,TinyLlama,True,therapy,['vitamin_b12'],False,9
808,How does metformin affect B12 in children with CFRD?,general,4,Mistral,False,recommendation,['vitamin_b12'],True,8
809,What is the role of GLP-1 agonists in CFRD?,general,4,Mistral,False,therapy,[],True,7
810,Medical nutrition therapy for a 4yo with urea cycle disorder during hyperammonemic crisis in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,13
811,Recommend emergency high-dextrose fluids for a child with UCD in South Africa,recommendation,5,Mistral,True,therapy,[],True,10
812,Compare nitrogen scavenger efficacy in different UCDs in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
813,How is ammonia monitored in UCDs?,general,4,Mistral,False,recommendation,['ammonia'],False,6
814,What are signs of hyperammonemia in infants?,general,4,Mistral,False,therapy,[],True,7
815,Ketogenic diet for a 7yo with Doose syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
816,Recommend ways to prevent kidney stones on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['oxalate','citrate'],True,10
817,Compare citrate supplementation strategies in keto-induced stones in Ghana,comparison,4,Mistral,True,therapy,['citrate'],False,8
818,How does the ketogenic diet affect uric acid levels?,general,4,Mistral,False,recommendation,['uric_acid'],False,8
819,What is the role of urine pH in stone prevention?,general,3,Mistral,False,therapy,['ph'],False,8
820,Nutrition therapy for a 9yo with CKD stage 4 and secondary hyperparathyroidism in India,therapy,5,Mistral,False,recommendation,['pth','calcium','phosphate'],True,12
821,Recommend calcimimetic-compatible meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['calcium'],True,9
822,Compare vitamin D analogs in pediatric CKD-MBD in Nigeria,comparison,4,Mistral,True,therapy,['vitamin_d'],False,8
823,How is CKD-MBD staged in children?,general,4,Mistral,False,recommendation,['pth','calcium','phosphate'],True,7
824,What is the role of parathyroidectomy in CKD?,general,4,Mistral,False,therapy,[],True,7
825,Medical nutrition therapy for a 5yo with indeterminate colitis in Kenya,therapy,4,Mistral,False,recommendation,[],True,8
826,Recommend low-residue, high-protein meals for a child with IBD in Ghana,recommendation,5,Mistral,True,therapy,['protein'],True,10
827,Compare fecal calprotectin cutoffs for IBD vs IBS in Nigeria,comparison,4,Mistral,True,therapy,['fecal_calprotectin'],False,9
828,How does CRP correlate with IBD activity?,general,4,Mistral,False,recommendation,['crp'],False,6
829,What is the role of fecal microbiota transplantation in IBD?,general,4,Mistral,False,therapy,[],True,8
830,Recommend anti-reflux positioning strategies with feeds for GERD in India,recommendation,3,TinyLlama,True,therapy,[],False,9
831,Medical nutrition therapy for a 4yo with laryngopharyngeal reflux in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
832,Compare pH-impedance monitoring findings in typical vs atypical GERD in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
833,How does LPR affect voice in children?,general,3,Mistral,False,recommendation,[],False,6
834,What dietary changes help LPR?,general,3,TinyLlama,False,therapy,[],False,5
835,Compare growth velocity of preterm infants with BPD vs without in Kenya,comparison,4,Mistral,True,therapy,[],False,10
836,How does oxygen therapy affect preterm energy expenditure?,general,4,Mistral,False,recommendation,[],True,7
837,Recommend high-calorie fortifiers for preterm infants in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
838,Medical nutrition therapy for a 7-month-old with preterm history and iron deficiency anemia in Nigeria,therapy,5,Mistral,False,recommendation,['iron','ferritin'],True,14
839,What is the role of delayed cord clamping in preterm iron stores?,general,4,Mistral,False,therapy,['iron'],True,9
840,How does erythropoietin affect preterm nutrition?,general,4,Mistral,False,recommendation,[],False,6
841,Recommend carb-to-insulin ratios for a 12yo with T1D in India,recommendation,4,Mistral,True,therapy,['insulin','carbohydrate'],True,10
842,Compare dawn phenomenon management strategies in T1D teens in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,8
843,How does menstrual cycle affect glycemic control in adolescent girls with T1D?,general,4,Mistral,False,recommendation,[],False,10
844,Medical nutrition therapy for a 15yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
845,Recommend preconception nutrition for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,8
846,Compare food allergy outcomes with early introduction in EAT vs LEAP trials,comparison,3,TinyLlama,True,therapy,[],False,9
847,How effective is baked egg desensitization?,general,4,Mistral,False,recommendation,[],False,5
848,Recommend maintenance diet after oral immunotherapy in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
849,Medical nutrition therapy for a 6yo with eosinophilic gastritis in India,therapy,5,Mistral,False,recommendation,[],True,9
850,Compare six-food vs four-food elimination diets for EoE in South Africa,comparison,4,Mistral,True,therapy,[],False,10
851,How is EoE diagnosed endoscopically?,general,3,Mistral,False,recommendation,[],False,5
852,What is the role of PPIs in EoE?,general,3,Mistral,False,therapy,[],False,6
853,Nutrition therapy for a 9yo with CF and CFRD on SGLT2 inhibitor in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
854,Recommend SGLT2 inhibitor-compatible meals for a child with CFRD in Kenya,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,10
855,Compare SGLT2 inhibitor side effects in CFRD vs type 2 diabetes in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
856,How do SGLT2 inhibitors affect ketone risk in CFRD?,general,4,Mistral,False,recommendation,['ketones'],True,8
857,What is the role of CGM in SGLT2 inhibitor therapy?,general,4,Mistral,False,therapy,['glucose'],False,8
858,Medical nutrition therapy for a 5yo with glutaric aciduria type 1 in India,therapy,5,Mistral,False,recommendation,['lysine','tryptophan'],True,10
859,Recommend lysine-restricted local foods for a child with GA1 in South Africa,recommendation,5,Mistral,True,therapy,['lysine'],True,11
860,Compare emergency regimen for GA1 during illness in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
861,How is GA1 monitored biochemically?,general,4,Mistral,False,recommendation,['glutaric_acid'],True,5
862,What are striatal injury risks in GA1?,general,4,Mistral,False,therapy,[],True,6
863,Ketogenic diet for a 6yo with febrile infection-related epilepsy syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,11
864,Recommend infection-prevention strategies on ketogenic diet in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
865,Compare immune function in children on classic vs MCT keto in Ghana,comparison,4,Mistral,True,therapy,[],False,9
866,How does the ketogenic diet affect vaccine response?,general,4,Mistral,False,recommendation,[],False,7
867,What is the role of zinc in keto immune support?,general,4,Mistral,False,therapy,['zinc'],False,8
868,Nutrition therapy for a 10yo with CKD stage 5 on dialysis in India,therapy,5,Mistral,False,recommendation,['egfr','potassium','phosphate'],True,11
869,Recommend dialysis-compatible meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['potassium','phosphate'],True,9
870,Compare fluid restrictions on hemodialysis vs peritoneal dialysis in Nigeria,comparison,4,Mistral,True,therapy,['fluid'],False,9
871,How does dialysis affect protein requirements?,general,4,Mistral,False,recommendation,['protein'],True,6
872,What is the role of renal vitamins in dialysis?,general,4,Mistral,False,therapy,[],False,7
873,Medical nutrition therapy for a 7yo with very early onset IBD in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,10
874,Recommend elemental formula strategies for VEO-IBD in Ghana,recommendation,5,Mistral,True,therapy,[],True,8
875,Compare genetic testing yield in VEO-IBD vs older onset in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
876,How does VEO-IBD differ phenotypically?,general,4,Mistral,False,recommendation,[],False,5
877,What is the role of hematopoietic stem cell transplant in VEO-IBD?,general,5,Mistral,False,therapy,[],True,9
878,Recommend thickened, nutrient-dense smoothies for a 5yo with GERD in India,recommendation,4,Mistral,True,therapy,[],False,10
879,Medical nutrition therapy for a 4yo with eosinophilic esophagitis unresponsive to PPI in South Africa,therapy,5,Mistral,False,recommendation,[],True,12
880,Compare topical steroid efficacy with dietary elimination in EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
881,How is EoE remission defined histologically?,general,4,Mistral,False,recommendation,[],False,6
882,What is the role of biologics in EoE?,general,4,Mistral,False,therapy,[],True,6
883,Compare preterm growth charts: WHO vs INTERGROWTH in Kenya,comparison,3,TinyLlama,True,therapy,[],False,8
884,How does kangaroo mother care affect preterm feeding outcomes?,general,4,Mistral,False,recommendation,[],True,8
885,Recommend strategies to prevent necrotizing enterocolitis in preterm infants in Ghana,recommendation,4,Mistral,True,therapy,[],True,10
886,Medical nutrition therapy for a 6-month-old with preterm history and osteopenia in Nigeria,therapy,5,Mistral,False,recommendation,['calcium','phosphate'],True,12
887,What is the role of vitamin K in preterm bone health?,general,4,Mistral,False,therapy,['vitamin_k'],False,8
888,How does caffeine affect preterm nutrition?,general,4,Mistral,False,recommendation,[],False,5
889,Recommend insulin adjustment strategies for sick days in a 10yo with T1D in India,recommendation,5,Mistral,True,therapy,['glucose'],True,11
890,Compare ketone monitoring methods in pediatric DKA prevention in South Africa,comparison,4,Mistral,True,therapy,['ketones'],False,9
891,How does illness affect insulin sensitivity in T1D?,general,4,Mistral,False,recommendation,[],False,7
892,Medical nutrition therapy for a 13yo with T1D and celiac disease in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
893,Recommend gluten-free, low-glycemic local meals for T1D in Kenya,recommendation,4,Mistral,True,therapy,['glycemic_index'],True,10
894,Compare gluten-free grain glycemic indices in Ghana,comparison,3,TinyLlama,True,therapy,['glycemic_index'],False,7
895,How does celiac disease affect HbA1c interpretation?,general,4,Mistral,False,recommendation,['hba1c'],True,6
896,Medical nutrition therapy for a 3yo with food protein-induced enterocolitis syndrome to rice in India,therapy,5,Mistral,False,recommendation,[],True,13
897,Recommend safe weaning sequence for FPIES in South Africa,recommendation,5,Mistral,True,therapy,[],True,8
898,Compare FPIES triggers in African vs Western diets in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
899,How is FPIES diagnosed without testing?,general,3,Mistral,False,recommendation,[],False,6
900,What is the natural history of FPIES?,general,3,TinyLlama,False,therapy,[],False,6
901,Nutrition therapy for a 8yo with CF and allergic bronchopulmonary aspergillosis on steroids in Kenya,therapy,5,Mistral,False,recommendation,[],True,13
902,Recommend steroid-sparing, anti-inflammatory meals for CF in Ghana,recommendation,4,Mistral,True,therapy,[],False,9
903,Compare bone density outcomes in CF children on chronic steroids in Nigeria,comparison,4,Mistral,True,therapy,['vitamin_d','calcium'],False,10
904,How do steroids affect glucose metabolism in CF?,general,4,Mistral,False,recommendation,['glucose'],True,7
905,What is the role of bisphosphonates in CF bone disease?,general,4,Mistral,False,therapy,[],True,7
906,Medical nutrition therapy for a 6yo with methylmalonic acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','lactate'],True,12
907,Recommend emergency high-carbohydrate, low-protein fluids for organic acidemia in South Africa,recommendation,5,Mistral,True,therapy,['protein','carbohydrate'],True,13
908,Compare carnitine dosing in different organic acidemias in Nigeria,comparison,4,Mistral,True,therapy,['carnitine'],False,8
909,How is metabolic stroke prevented in organic acidemias?,general,4,Mistral,False,recommendation,[],True,7
910,What is the role of liver transplant in organic acidemias?,general,4,Mistral,False,therapy,[],True,7
911,Ketogenic diet for a 5yo with CDKL5 deficiency disorder in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
912,Recommend ways to manage constipation on keto in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
913,Compare seizure types responsive to ketogenic diet in Ghana,comparison,4,Mistral,True,therapy,[],False,8
914,How does the ketogenic diet affect behavior in developmental disorders?,general,4,Mistral,False,recommendation,[],False,9
915,What is the role of modified Atkins diet in resource-limited settings?,general,4,Mistral,False,therapy,[],False,9
916,Nutrition therapy for a 11yo with CKD stage 3 and metabolic acidosis in India,therapy,5,Mistral,False,recommendation,['bicarbonate'],True,10
917,Recommend bicarbonate-rich, kidney-safe meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['bicarbonate'],True,10
918,Compare serum bicarbonate targets in pediatric CKD guidelines in Nigeria,comparison,4,Mistral,True,therapy,['bicarbonate'],False,9
919,How does metabolic acidosis affect muscle mass in CKD?,general,4,Mistral,False,recommendation,[],True,8
920,What is the role of fruit-derived alkali in CKD?,general,4,Mistral,False,therapy,[],False,7
921,Medical nutrition therapy for a 6yo with Crohn’s disease and perianal fistula in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,11
922,Recommend low-residue, high-zinc meals for fistula healing in Ghana,recommendation,5,Mistral,True,therapy,['zinc'],True,9
923,Compare antibiotic efficacy with nutritional support in perianal Crohn’s in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
924,How does zinc affect wound healing in IBD?,general,4,Mistral,False,recommendation,['zinc'],False,7
925,What is the role of seton placement in fistulizing Crohn’s?,general,4,Mistral,False,therapy,[],False,8
926,Recommend high-calorie, easy-to-swallow meals for a 4yo with GERD and oral aversion in India,recommendation,5,Mistral,True,therapy,[],True,12
927,Medical nutrition therapy for a 5yo with cyclic vomiting syndrome in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
928,Compare mitochondrial disorder screening in CVS in Nigeria,comparison,4,Mistral,True,therapy,[],False,7
929,How does coenzyme Q10 affect CVS?,general,4,Mistral,False,recommendation,['coq10'],False,6
930,What is the role of carnitine in CVS?,general,4,Mistral,False,therapy,['carnitine'],False,6
931,Compare preterm iron supplementation protocols: ESPGHAN vs local guidelines in Kenya,comparison,4,Mistral,True,therapy,['iron'],False,10
932,How does iron deficiency affect neurodevelopment in preterms?,general,4,Mistral,False,recommendation,['iron'],True,7
933,Recommend iron-fortified local complementary foods for preterms in Ghana,recommendation,4,Mistral,True,therapy,['iron'],False,9
934,Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
935,What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
936,Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
937,Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
938,How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
939,Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
940,Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
941,Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
942,How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
943,Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
944,Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
945,Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
946,How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
947,Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
948,Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
949,Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
950,How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6
951,What is the role of annual OGTT in CF?,general,4,Mistral,False,therapy,[],False,7
952,Medical nutrition therapy for a 5yo with argininosuccinic aciduria in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
953,Recommend arginine supplementation strategies in ASA in South Africa,recommendation,5,Mistral,True,therapy,['arginine'],True,8
954,Compare liver fibrosis risk in different urea cycle disorders in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
955,How is ASA monitored long-term?,general,4,Mistral,False,recommendation,['ammonia','arginine'],False,5
956,What is the role of liver transplant in ASA?,general,4,Mistral,False,therapy,[],True,6
957,Ketogenic diet for a 6yo with myoclonic-astatic epilepsy in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
958,Recommend ways to prevent dyslipidemia on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['lipids'],True,9
959,Compare lipid-lowering strategies in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['lipids'],False,8
960,How does the ketogenic diet affect endothelial function?,general,4,Mistral,False,recommendation,[],True,6
961,What is the role of omega-3 in keto cardiovascular protection?,general,4,Mistral,False,therapy,['omega_3'],False,8
962,Nutrition therapy for a 12yo with CKD stage 4 and growth hormone deficiency in India,therapy,5,Mistral,False,recommendation,['egfr','igf1'],True,11
963,Recommend growth hormone-compatible meals for CKD in South Africa,recommendation,5,Mistral,True,therapy,['protein'],True,8
964,Compare IGF-1 response to nutritional rehabilitation in CKD in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,9
965,How does growth hormone affect phosphate metabolism in CKD?,general,4,Mistral,False,recommendation,['phosphate'],True,8
966,What is the role of rhGH in pediatric CKD?,general,4,Mistral,False,therapy,[],True,6
967,Medical nutrition therapy for a 7yo with ulcerative colitis and primary sclerosing cholangitis in Kenya,therapy,5,Mistral,False,recommendation,['bilirubin'],True,12
968,Recommend fat-soluble vitamin monitoring for PSC-IBD in Ghana,recommendation,5,Mistral,True,therapy,['vitamin_a','vitamin_d','vitamin_e','vitamin_k'],True,10
969,Compare liver enzyme patterns in PSC vs autoimmune hepatitis in Nigeria,comparison,4,Mistral,True,therapy,['alt','ast'],False,9
970,How does PSC affect nutrition in IBD?,general,4,Mistral,False,recommendation,[],True,6
971,What is the role of UDCA in PSC?,general,4,Mistral,False,therapy,[],False,5
972,Recommend high-calorie, low-acid meals for a 5yo with GERD and esophagitis in India,recommendation,5,Mistral,True,therapy,[],True,11
973,Medical nutrition therapy for a 4yo with eosinophilic colitis in South Africa,therapy,5,Mistral,False,recommendation,[],True,8
974,Compare elimination diet efficacy in EoC vs EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
975,How is EoC diagnosed?,general,3,Mistral,False,recommendation,[],False,4
976,What is the natural history of EoC?,general,3,TinyLlama,False,therapy,[],False,5
977,Compare preterm DHA supplementation outcomes on neurodevelopment in Kenya,comparison,4,Mistral,True,therapy,['dha'],False,8
978,How does DHA affect visual acuity in preterms?,general,4,Mistral,False,recommendation,['dha'],False,7
979,Recommend DHA-rich local foods for preterm mothers in Ghana,recommendation,4,Mistral,True,therapy,['dha'],False,9
980,Medical nutrition therapy for a 8-month-old with preterm history and zinc deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['zinc'],True,12
981,What is the role of zinc in preterm immune function?,general,4,Mistral,False,therapy,['zinc'],False,7
982,How does zinc deficiency present in preterms?,general,4,Mistral,False,recommendation,['zinc'],False,6
983,Recommend insulin dose adjustment for high-fat meals in a 13yo with T1D in India,recommendation,5,Mistral,True,therapy,['insulin'],True,12
984,Compare fat-protein unit calculation methods in T1D in South Africa,comparison,4,Mistral,True,therapy,['fat','protein'],False,9
985,How does fat affect postprandial glucose in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,7
986,Medical nutrition therapy for a 15yo with T1D and lipohypertrophy in Nigeria,therapy,5,Mistral,False,recommendation,[],True,9
987,Recommend site rotation strategies with cultural clothing in Kenya,recommendation,3,TinyLlama,True,therapy,[],False,8
988,Compare food allergy prevalence in atopic vs non-atopic children in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
989,How does atopy affect food allergy severity?,general,4,Mistral,False,recommendation,[],False,6
990,Recommend allergy action plans for school in Nigeria,recommendation,3,TinyLlama,True,therapy,[],False,7
991,Medical nutrition therapy for a 6yo with food allergy and anaphylaxis to cashew in India,therapy,5,Mistral,False,recommendation,[],True,11
992,Compare hidden cashew sources in local Indian sweets in South Africa,comparison,4,Mistral,True,therapy,[],False,9
993,How is cashew allergy different from peanut?,general,4,Mistral,False,recommendation,[],False,6
994,Nutrition therapy for a 10yo with CF and CFRD on GLP-1 agonist in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
995,Recommend GLP-1 agonist-compatible meal volumes for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['volume'],True,9
996,Compare GLP-1 agonist side effects in CFRD vs obesity in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
997,How do GLP-1 agonists affect pancreatic enzyme efficacy?,general,4,Mistral,False,recommendation,[],True,7
998,What is the role of dual-hormone artificial pancreas in CFRD?,general,4,Mistral,False,therapy,[],True,8
999,Medical nutrition therapy for a 5yo with isovaleric acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','isovalerylglycine'],True,12
1000,Recommend glycine supplementation for isovaleric acidemia in South Africa,recommendation,5,Mistral,True,therapy,['glycine'],True,8
1001,Compare protein tolerance in isovaleric vs propionic acidemia in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,9
1002,How is isovaleric acidemia diagnosed?,general,4,Mistral,False,recommendation,['isovalerylglycine'],False,5
1003,What is the odor of isovaleric acidemia?,general,3,TinyLlama,False,therapy,[],False,6
1004,Ketogenic diet for a 7yo with Lennox-Gastaut syndrome on felbamate in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
1005,Recommend liver monitoring strategies on felbamate and keto in Nigeria,recommendation,5,Mistral,True,therapy,['alt','ast'],True,9
1006,Compare felbamate hepatotoxicity risk with other antiepileptics in Ghana,comparison,4,Mistral,True,therapy,[],False,8
1007,How does felbamate affect folate metabolism?,general,4,Mistral,False,recommendation,['folate'],True,6
1008,What is the role of folate supplementation with felbamate?,general,4,Mistral,False,therapy,['folate'],False,7
