row,query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
240,Compare IGF-1 levels in children with CKD on different protein intakes in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,11
241,How does metabolic acidosis affect growth in CKD?,general,4,Mistral,False,therapy,[],True,7
242,What is the role of ketoanalogues in pediatric CKD?,general,4,Mistral,False,recommendation,[],True,7
243,Medical nutrition therapy for a 6yo with Crohn’s disease on infliximab in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,11
244,Recommend anti-TNF diet strategies for a child with IBD in Ghana,recommendation,4,Mistral,True,therapy,[],False,10
245,Compare microbiome changes with exclusive enteral nutrition in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
246,How does infliximab affect nutrient absorption?,general,4,Mistral,False,recommendation,[],False,6
247,What are nutritional biomarkers of IBD remission?,general,4,Mistral,False,therapy,['crp','albumin'],True,7
248,Recommend thickened, calorie-dense meals for a 4yo with GERD and failure to thrive in India,recommendation,5,Mistral,True,therapy,[],True,13
249,Medical nutrition therapy for a 3yo with rumination syndrome in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
250,Compare behavioral vs nutritional interventions for rumination in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
251,How does rumination affect growth?,general,3,Mistral,False,recommendation,[],False,5
252,What is the role of diaphragmatic breathing in rumination management?,general,3,TinyLlama,False,therapy,[],False,8
253,Recommend high-energy preterm weaning foods using local grains in Kenya,recommendation,4,Mistral,True,therapy,[],False,10
254,Medical nutrition therapy for a 6-month-old with preterm history and cholestatic liver disease in Ghana,therapy,5,Mistral,False,recommendation,['bilirubin'],True,13
255,Compare MCT oil tolerance in preterm vs term infants in Nigeria,comparison,4,Mistral,True,therapy,['fat'],False,9
256,How does cholestasis affect fat-soluble vitamin absorption in preterms?,general,4,Mistral,False,therapy,['vitamin_a','vitamin_d','vitamin_e','vitamin_k'],True,9
257,What is the role of ursodeoxycholic acid in preterm nutrition?,general,4,Mistral,False,recommendation,[],False,8
258,Recommend insulin-to-carb ratios for a 11yo with T1D in India,recommendation,4,Mistral,True,therapy,['insulin','carbohydrate'],True,10
259,Compare HbA1c targets for children vs adults with T1D in South Africa,comparison,3,TinyLlama,True,therapy,['hba1c'],False,10
260,How does continuous glucose monitoring improve time-in-range in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,9
261,Medical nutrition therapy for a 14yo with T1D and disordered eating in Nigeria,therapy,5,Mistral,False,recommendation,[],True,11
262,Recommend non-stigmatizing language for diabetes nutrition counseling in Ghana,recommendation,3,TinyLlama,True,therapy,[],False,9
263,Compare food allergy prevalence in urban vs rural Africa,comparison,3,TinyLlama,True,therapy,[],False,8
264,How does helminth infection affect food allergy risk?,general,4,Mistral,False,recommendation,[],False,7
265,Recommend allergy-safe school lunch ideas in Kenya,recommendation,4,Mistral,True,therapy,[],False,8
266,Medical nutrition therapy for a 5yo with food protein-induced allergic proctocolitis in India,therapy,5,Mistral,False,recommendation,[],True,12
267,Compare maternal elimination diet efficacy for FPIAP in South Africa,comparison,4,Mistral,True,therapy,[],False,9
268,How is FPIAP different from IBD?,general,3,Mistral,False,recommendation,[],False,6
269,What is the prognosis of FPIAP?,general,3,TinyLlama,False,therapy,[],False,5
270,Nutrition therapy for a 8yo with CF and CFRD on metformin in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
271,Recommend metformin-compatible meals for a child with CFRD in Kenya,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,9
272,Compare metformin side effects in CFRD vs type 2 diabetes in Ghana,comparison,3,TinyLlama,True,therapy,['vitamin_b12'],False,9
273,How does metformin affect B12 in children with CFRD?,general,4,Mistral,False,recommendation,['vitamin_b12'],True,8
274,What is the role of GLP-1 agonists in CFRD?,general,4,Mistral,False,therapy,[],True,7
275,Medical nutrition therapy for a 4yo with urea cycle disorder during hyperammonemic crisis in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,13
276,Recommend emergency high-dextrose fluids for a child with UCD in South Africa,recommendation,5,Mistral,True,therapy,[],True,10
277,Compare nitrogen scavenger efficacy in different UCDs in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
278,How is ammonia monitored in UCDs?,general,4,Mistral,False,recommendation,['ammonia'],False,6
279,What are signs of hyperammonemia in infants?,general,4,Mistral,False,therapy,[],True,7
280,Ketogenic diet for a 7yo with Doose syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
281,Recommend ways to prevent kidney stones on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['oxalate','citrate'],True,10
282,Compare citrate supplementation strategies in keto-induced stones in Ghana,comparison,4,Mistral,True,therapy,['citrate'],False,8
283,How does the ketogenic diet affect uric acid levels?,general,4,Mistral,False,recommendation,['uric_acid'],False,8
284,What is the role of urine pH in stone prevention?,general,3,Mistral,False,therapy,['ph'],False,8
285,Nutrition therapy for a 9yo with CKD stage 4 and secondary hyperparathyroidism in India,therapy,5,Mistral,False,recommendation,['pth','calcium','phosphate'],True,12
286,Recommend calcimimetic-compatible meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['calcium'],True,9
287,Compare vitamin D analogs in pediatric CKD-MBD in Nigeria,comparison,4,Mistral,True,therapy,['vitamin_d'],False,8
288,How is CKD-MBD staged in children?,general,4,Mistral,False,recommendation,['pth','calcium','phosphate'],True,7
289,What is the role of parathyroidectomy in CKD?,general,4,Mistral,False,therapy,[],True,7
290,Medical nutrition therapy for a 5yo with indeterminate colitis in Kenya,therapy,4,Mistral,False,recommendation,[],True,8
291,Recommend low-residue, high-protein meals for a child with IBD in Ghana,recommendation,5,Mistral,True,therapy,['protein'],True,10
292,Compare fecal calprotectin cutoffs for IBD vs IBS in Nigeria,comparison,4,Mistral,True,therapy,['fecal_calprotectin'],False,9
293,How does CRP correlate with IBD activity?,general,4,Mistral,False,recommendation,['crp'],False,6
294,What is the role of fecal microbiota transplantation in IBD?,general,4,Mistral,False,therapy,[],True,8
295,Recommend anti-reflux positioning strategies with feeds for GERD in India,recommendation,3,TinyLlama,True,therapy,[],False,9
296,Medical nutrition therapy for a 4yo with laryngopharyngeal reflux in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
297,Compare pH-impedance monitoring findings in typical vs atypical GERD in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
298,How does LPR affect voice in children?,general,3,Mistral,False,recommendation,[],False,6
299,What dietary changes help LPR?,general,3,TinyLlama,False,therapy,[],False,5
300,Compare growth velocity of preterm infants with BPD vs without in Kenya,comparison,4,Mistral,True,therapy,[],False,10
301,How does oxygen therapy affect preterm energy expenditure?,general,4,Mistral,False,recommendation,[],True,7
302,Recommend high-calorie fortifiers for preterm infants in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
303,Medical nutrition therapy for a 7-month-old with preterm history and iron deficiency anemia in Nigeria,therapy,5,Mistral,False,recommendation,['iron','ferritin'],True,14
304,What is the role of delayed cord clamping in preterm iron stores?,general,4,Mistral,False,therapy,['iron'],True,9
305,How does erythropoietin affect preterm nutrition?,general,4,Mistral,False,recommendation,[],False,6
306,Recommend carb-to-insulin ratios for a 12yo with T1D in India,recommendation,4,Mistral,True,therapy,['insulin','carbohydrate'],True,10
307,Compare dawn phenomenon management strategies in T1D teens in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,8
308,How does menstrual cycle affect glycemic control in adolescent girls with T1D?,general,4,Mistral,False,recommendation,[],False,10
309,Medical nutrition therapy for a 15yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
310,Recommend preconception nutrition for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,8
311,Compare food allergy outcomes with early introduction in EAT vs LEAP trials,comparison,3,TinyLlama,True,therapy,[],False,9
312,How effective is baked egg desensitization?,general,4,Mistral,False,recommendation,[],False,5
313,Recommend maintenance diet after oral immunotherapy in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
314,Medical nutrition therapy for a 6yo with eosinophilic gastritis in India,therapy,5,Mistral,False,recommendation,[],True,9
315,Compare six-food vs four-food elimination diets for EoE in South Africa,comparison,4,Mistral,True,therapy,[],False,10
316,How is EoE diagnosed endoscopically?,general,3,Mistral,False,recommendation,[],False,5
317,What is the role of PPIs in EoE?,general,3,Mistral,False,therapy,[],False,6
318,Nutrition therapy for a 9yo with CF and CFRD on SGLT2 inhibitor in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
319,Recommend SGLT2 inhibitor-compatible meals for a child with CFRD in Kenya,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,10
320,Compare SGLT2 inhibitor side effects in CFRD vs type 2 diabetes in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
321,How do SGLT2 inhibitors affect ketone risk in CFRD?,general,4,Mistral,False,recommendation,['ketones'],True,8
322,What is the role of CGM in SGLT2 inhibitor therapy?,general,4,Mistral,False,therapy,['glucose'],False,8
323,Medical nutrition therapy for a 5yo with glutaric aciduria type 1 in India,therapy,5,Mistral,False,recommendation,['lysine','tryptophan'],True,10
324,Recommend lysine-restricted local foods for a child with GA1 in South Africa,recommendation,5,Mistral,True,therapy,['lysine'],True,11
325,Compare emergency regimen for GA1 during illness in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
326,How is GA1 monitored biochemically?,general,4,Mistral,False,recommendation,['glutaric_acid'],True,5
327,What are striatal injury risks in GA1?,general,4,Mistral,False,therapy,[],True,6
328,Ketogenic diet for a 6yo with febrile infection-related epilepsy syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,11
329,Recommend infection-prevention strategies on ketogenic diet in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
330,Compare immune function in children on classic vs MCT keto in Ghana,comparison,4,Mistral,True,therapy,[],False,9
331,How does the ketogenic diet affect vaccine response?,general,4,Mistral,False,recommendation,[],False,7
332,What is the role of zinc in keto immune support?,general,4,Mistral,False,therapy,['zinc'],False,8
333,Nutrition therapy for a 10yo with CKD stage 5 on dialysis in India,therapy,5,Mistral,False,recommendation,['egfr','potassium','phosphate'],True,11
334,Recommend dialysis-compatible meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['potassium','phosphate'],True,9
335,Compare fluid restrictions on hemodialysis vs peritoneal dialysis in Nigeria,comparison,4,Mistral,True,therapy,['fluid'],False,9
336,How does dialysis affect protein requirements?,general,4,Mistral,False,recommendation,['protein'],True,6
337,What is the role of renal vitamins in dialysis?,general,4,Mistral,False,therapy,[],False,7
338,Medical nutrition therapy for a 7yo with very early onset IBD in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,10
339,Recommend elemental formula strategies for VEO-IBD in Ghana,recommendation,5,Mistral,True,therapy,[],True,8
340,Compare genetic testing yield in VEO-IBD vs older onset in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
341,How does VEO-IBD differ phenotypically?,general,4,Mistral,False,recommendation,[],False,5
342,What is the role of hematopoietic stem cell transplant in VEO-IBD?,general,5,Mistral,False,therapy,[],True,9
343,Recommend thickened, nutrient-dense smoothies for a 5yo with GERD in India,recommendation,4,Mistral,True,therapy,[],False,10
344,Medical nutrition therapy for a 4yo with eosinophilic esophagitis unresponsive to PPI in South Africa,therapy,5,Mistral,False,recommendation,[],True,12
345,Compare topical steroid efficacy with dietary elimination in EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
346,How is EoE remission defined histologically?,general,4,Mistral,False,recommendation,[],False,6
347,What is the role of biologics in EoE?,general,4,Mistral,False,therapy,[],True,6
348,Compare preterm growth charts: WHO vs INTERGROWTH in Kenya,comparison,3,TinyLlama,True,therapy,[],False,8
349,How does kangaroo mother care affect preterm feeding outcomes?,general,4,Mistral,False,recommendation,[],True,8
350,Recommend strategies to prevent necrotizing enterocolitis in preterm infants in Ghana,recommendation,4,Mistral,True,therapy,[],True,10
351,Medical nutrition therapy for a 6-month-old with preterm history and osteopenia in Nigeria,therapy,5,Mistral,False,recommendation,['calcium','phosphate'],True,12
352,What is the role of vitamin K in preterm bone health?,general,4,Mistral,False,therapy,['vitamin_k'],False,8
353,How does caffeine affect preterm nutrition?,general,4,Mistral,False,recommendation,[],False,5
354,Recommend insulin adjustment strategies for sick days in a 10yo with T1D in India,recommendation,5,Mistral,True,therapy,['glucose'],True,11
355,Compare ketone monitoring methods in pediatric DKA prevention in South Africa,comparison,4,Mistral,True,therapy,['ketones'],False,9
356,How does illness affect insulin sensitivity in T1D?,general,4,Mistral,False,recommendation,[],False,7
357,Medical nutrition therapy for a 13yo with T1D and celiac disease in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
358,Recommend gluten-free, low-glycemic local meals for T1D in Kenya,recommendation,4,Mistral,True,therapy,['glycemic_index'],True,10
359,Compare gluten-free grain glycemic indices in Ghana,comparison,3,TinyLlama,True,therapy,['glycemic_index'],False,7
360,How does celiac disease affect HbA1c interpretation?,general,4,Mistral,False,recommendation,['hba1c'],True,6
361,Medical nutrition therapy for a 3yo with food protein-induced enterocolitis syndrome to rice in India,therapy,5,Mistral,False,recommendation,[],True,13
362,Recommend safe weaning sequence for FPIES in South Africa,recommendation,5,Mistral,True,therapy,[],True,8
363,Compare FPIES triggers in African vs Western diets in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
364,How is FPIES diagnosed without testing?,general,3,Mistral,False,recommendation,[],False,6
365,What is the natural history of FPIES?,general,3,TinyLlama,False,therapy,[],False,6
366,Nutrition therapy for a 8yo with CF and allergic bronchopulmonary aspergillosis on steroids in Kenya,therapy,5,Mistral,False,recommendation,[],True,13
367,Recommend steroid-sparing, anti-inflammatory meals for CF in Ghana,recommendation,4,Mistral,True,therapy,[],False,9
368,Compare bone density outcomes in CF children on chronic steroids in Nigeria,comparison,4,Mistral,True,therapy,['vitamin_d','calcium'],False,10
369,How do steroids affect glucose metabolism in CF?,general,4,Mistral,False,recommendation,['glucose'],True,7
370,What is the role of bisphosphonates in CF bone disease?,general,4,Mistral,False,therapy,[],True,7
371,Medical nutrition therapy for a 6yo with methylmalonic acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','lactate'],True,12
372,Recommend emergency high-carbohydrate, low-protein fluids for organic acidemia in South Africa,recommendation,5,Mistral,True,therapy,['protein','carbohydrate'],True,13
373,Compare carnitine dosing in different organic acidemias in Nigeria,comparison,4,Mistral,True,therapy,['carnitine'],False,8
374,How is metabolic stroke prevented in organic acidemias?,general,4,Mistral,False,recommendation,[],True,7
375,What is the role of liver transplant in organic acidemias?,general,4,Mistral,False,therapy,[],True,7
376,Ketogenic diet for a 5yo with CDKL5 deficiency disorder in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
377,Recommend ways to manage constipation on keto in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
378,Compare seizure types responsive to ketogenic diet in Ghana,comparison,4,Mistral,True,therapy,[],False,8
379,How does the ketogenic diet affect behavior in developmental disorders?,general,4,Mistral,False,recommendation,[],False,9
380,What is the role of modified Atkins diet in resource-limited settings?,general,4,Mistral,False,therapy,[],False,9
381,Nutrition therapy for a 11yo with CKD stage 3 and metabolic acidosis in India,therapy,5,Mistral,False,recommendation,['bicarbonate'],True,10
382,Recommend bicarbonate-rich, kidney-safe meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['bicarbonate'],True,10
383,Compare serum bicarbonate targets in pediatric CKD guidelines in Nigeria,comparison,4,Mistral,True,therapy,['bicarbonate'],False,9
384,How does metabolic acidosis affect muscle mass in CKD?,general,4,Mistral,False,recommendation,[],True,8
385,What is the role of fruit-derived alkali in CKD?,general,4,Mistral,False,therapy,[],False,7
386,Medical nutrition therapy for a 6yo with Crohn’s disease and perianal fistula in Kenya,therapy,5,Mistral,False,recommendation,['fecal_calprotectin'],True,11
387,Recommend low-residue, high-zinc meals for fistula healing in Ghana,recommendation,5,Mistral,True,therapy,['zinc'],True,9
388,Compare antibiotic efficacy with nutritional support in perianal Crohn’s in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
389,How does zinc affect wound healing in IBD?,general,4,Mistral,False,recommendation,['zinc'],False,7
390,What is the role of seton placement in fistulizing Crohn’s?,general,4,Mistral,False,therapy,[],False,8
391,Recommend high-calorie, easy-to-swallow meals for a 4yo with GERD and oral aversion in India,recommendation,5,Mistral,True,therapy,[],True,12
392,Medical nutrition therapy for a 5yo with cyclic vomiting syndrome in South Africa,therapy,4,Mistral,False,recommendation,[],True,9
393,Compare mitochondrial disorder screening in CVS in Nigeria,comparison,4,Mistral,True,therapy,[],False,7
394,How does coenzyme Q10 affect CVS?,general,4,Mistral,False,recommendation,['coq10'],False,6
395,What is the role of carnitine in CVS?,general,4,Mistral,False,therapy,['carnitine'],False,6
396,Compare preterm iron supplementation protocols: ESPGHAN vs local guidelines in Kenya,comparison,4,Mistral,True,therapy,['iron'],False,10
397,How does iron deficiency affect neurodevelopment in preterms?,general,4,Mistral,False,recommendation,['iron'],True,7
398,Recommend iron-fortified local complementary foods for preterms in Ghana,recommendation,4,Mistral,True,therapy,['iron'],False,9
399,Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
400,What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
401,Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
402,Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
403,How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
404,Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
405,Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
406,Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
407,How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
408,Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
409,Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
410,Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
411,How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
412,Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
413,Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
414,Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
415,How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6
416,What is the role of annual OGTT in CF?,general,4,Mistral,False,therapy,[],False,7
417,Medical nutrition therapy for a 5yo with argininosuccinic aciduria in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
418,Recommend arginine supplementation strategies in ASA in South Africa,recommendation,5,Mistral,True,therapy,['arginine'],True,8
419,Compare liver fibrosis risk in different urea cycle disorders in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
420,How is ASA monitored long-term?,general,4,Mistral,False,recommendation,['ammonia','arginine'],False,5
421,What is the role of liver transplant in ASA?,general,4,Mistral,False,therapy,[],True,6
422,Ketogenic diet for a 6yo with myoclonic-astatic epilepsy in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
423,Recommend ways to prevent dyslipidemia on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['lipids'],True,9
424,Compare lipid-lowering strategies in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['lipids'],False,8
425,How does the ketogenic diet affect endothelial function?,general,4,Mistral,False,recommendation,[],True,6
426,What is the role of omega-3 in keto cardiovascular protection?,general,4,Mistral,False,therapy,['omega_3'],False,8
427,Nutrition therapy for a 12yo with CKD stage 4 and growth hormone deficiency in India,therapy,5,Mistral,False,recommendation,['egfr','igf1'],True,11
428,Recommend growth hormone-compatible meals for CKD in South Africa,recommendation,5,Mistral,True,therapy,['protein'],True,8
429,Compare IGF-1 response to nutritional rehabilitation in CKD in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,9
430,How does growth hormone affect phosphate metabolism in CKD?,general,4,Mistral,False,recommendation,['phosphate'],True,8
431,What is the role of rhGH in pediatric CKD?,general,4,Mistral,False,therapy,[],True,6
432,Medical nutrition therapy for a 7yo with ulcerative colitis and primary sclerosing cholangitis in Kenya,therapy,5,Mistral,False,recommendation,['bilirubin'],True,12
433,Recommend fat-soluble vitamin monitoring for PSC-IBD in Ghana,recommendation,5,Mistral,True,therapy,['vitamin_a','vitamin_d','vitamin_e','vitamin_k'],True,10
434,Compare liver enzyme patterns in PSC vs autoimmune hepatitis in Nigeria,comparison,4,Mistral,True,therapy,['alt','ast'],False,9
435,How does PSC affect nutrition in IBD?,general,4,Mistral,False,recommendation,[],True,6
436,What is the role of UDCA in PSC?,general,4,Mistral,False,therapy,[],False,5
437,Recommend high-calorie, low-acid meals for a 5yo with GERD and esophagitis in India,recommendation,5,Mistral,True,therapy,[],True,11
438,Medical nutrition therapy for a 4yo with eosinophilic colitis in South Africa,therapy,5,Mistral,False,recommendation,[],True,8
439,Compare elimination diet efficacy in EoC vs EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
440,How is EoC diagnosed?,general,3,Mistral,False,recommendation,[],False,4
441,What is the natural history of EoC?,general,3,TinyLlama,False,therapy,[],False,5
442,Compare preterm DHA supplementation outcomes on neurodevelopment in Kenya,comparison,4,Mistral,True,therapy,['dha'],False,8
443,How does DHA affect visual acuity in preterms?,general,4,Mistral,False,recommendation,['dha'],False,7
444,Recommend DHA-rich local foods for preterm mothers in Ghana,recommendation,4,Mistral,True,therapy,['dha'],False,9
445,Medical nutrition therapy for a 8-month-old with preterm history and zinc deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['zinc'],True,12
446,What is the role of zinc in preterm immune function?,general,4,Mistral,False,therapy,['zinc'],False,7
447,How does zinc deficiency present in preterms?,general,4,Mistral,False,recommendation,['zinc'],False,6
448,Recommend insulin dose adjustment for high-fat meals in a 13yo with T1D in India,recommendation,5,Mistral,True,therapy,['insulin'],True,12
449,Compare fat-protein unit calculation methods in T1D in South Africa,comparison,4,Mistral,True,therapy,['fat','protein'],False,9
450,How does fat affect postprandial glucose in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,7
451,Medical nutrition therapy for a 15yo with T1D and lipohypertrophy in Nigeria,therapy,5,Mistral,False,recommendation,[],True,9
452,Recommend site rotation strategies with cultural clothing in Kenya,recommendation,3,TinyLlama,True,therapy,[],False,8
453,Compare food allergy prevalence in atopic vs non-atopic children in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
454,How does atopy affect food allergy severity?,general,4,Mistral,False,recommendation,[],False,6
455,Recommend allergy action plans for school in Nigeria,recommendation,3,TinyLlama,True,therapy,[],False,7
456,Medical nutrition therapy for a 6yo with food allergy and anaphylaxis to cashew in India,therapy,5,Mistral,False,recommendation,[],True,11
457,Compare hidden cashew sources in local Indian sweets in South Africa,comparison,4,Mistral,True,therapy,[],False,9
458,How is cashew allergy different from peanut?,general,4,Mistral,False,recommendation,[],False,6
459,Nutrition therapy for a 10yo with CF and CFRD on GLP-1 agonist in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
460,Recommend GLP-1 agonist-compatible meal volumes for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['volume'],True,9
461,Compare GLP-1 agonist side effects in CFRD vs obesity in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
462,How do GLP-1 agonists affect pancreatic enzyme efficacy?,general,4,Mistral,False,recommendation,[],True,7
463,What is the role of dual-hormone artificial pancreas in CFRD?,general,4,Mistral,False,therapy,[],True,8
464,Medical nutrition therapy for a 5yo with isovaleric acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia','isovalerylglycine'],True,12
465,Recommend glycine supplementation for isovaleric acidemia in South Africa,recommendation,5,Mistral,True,therapy,['glycine'],True,8
466,Compare protein tolerance in isovaleric vs propionic acidemia in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,9
467,How is isovaleric acidemia diagnosed?,general,4,Mistral,False,recommendation,['isovalerylglycine'],False,5
468,What is the odor of isovaleric acidemia?,general,3,TinyLlama,False,therapy,[],False,6
469,Ketogenic diet for a 7yo with Lennox-Gastaut syndrome on felbamate in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
470,Recommend liver monitoring strategies on felbamate and keto in Nigeria,recommendation,5,Mistral,True,therapy,['alt','ast'],True,9
471,Compare felbamate hepatotoxicity risk with other antiepileptics in Ghana,comparison,4,Mistral,True,therapy,[],False,8
472,How does felbamate affect folate metabolism?,general,4,Mistral,False,recommendation,['folate'],True,6
473,What is the role of folate supplementation with felbamate?,general,4,Mistral,False,therapy,['folate'],False,7
474,Nutrition therapy for a 13yo with CKD stage 5 and hyperkalemia in India,therapy,5,Mistral,False,recommendation,['potassium'],True,10
475,Recommend emergency potassium-lowering dietary strategies in South Africa,recommendation,5,Mistral,True,therapy,['potassium'],True,8
476,Compare potassium binders with dietary restriction in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,8
477,How does hyperkalemia present in children?,general,4,Mistral,False,recommendation,['potassium'],True,6
478,What is the role of ECG in hyperkalemia?,general,4,Mistral,False,therapy,[],True,6
479,Medical nutrition therapy for a 8yo with Crohn’s disease and iron deficiency anemia in Kenya,therapy,5,Mistral,False,recommendation,['iron','ferritin'],True,12
480,Recommend IV iron vs oral iron strategies in IBD in Ghana,recommendation,5,Mistral,True,therapy,['iron'],True,9
481,Compare hepcidin levels in IBD anemia vs iron deficiency in Nigeria,comparison,4,Mistral,True,therapy,['hepcidin','ferritin'],False,9
482,How does inflammation affect iron absorption in IBD?,general,4,Mistral,False,recommendation,['hepcidin','iron'],True,8
483,What is the role of ferric carboxymaltose in IBD?,general,4,Mistral,False,therapy,['iron'],True,7
484,Recommend thickened, low-acid, high-calorie meals for a 5yo with GERD and failure to thrive in India,recommendation,5,Mistral,True,therapy,[],True,13
485,Medical nutrition therapy for a 4yo with Sandifer syndrome and hiatal hernia in South Africa,therapy,5,Mistral,False,recommendation,[],True,10
486,Compare fundoplication outcomes with medical management in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
487,How does hiatal hernia affect GERD severity?,general,4,Mistral,False,recommendation,[],False,6
488,What is the role of pH-impedance testing pre-fundoplication?,general,4,Mistral,False,therapy,[],False,7
489,Compare preterm probiotic supplementation strains for NEC prevention in Kenya,comparison,4,Mistral,True,therapy,[],False,9
490,How do probiotics affect preterm gut colonization?,general,4,Mistral,False,recommendation,[],True,6
491,Recommend evidence-based probiotic strains for preterms in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
492,Medical nutrition therapy for a 9-month-old with preterm history and vitamin A deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_a'],True,13
493,What is the role of vitamin A in preterm lung development?,general,4,Mistral,False,therapy,['vitamin_a'],True,8
494,How does vitamin A deficiency present in preterms?,general,4,Mistral,False,recommendation,['vitamin_a'],False,6
495,Recommend carb counting for a 16yo with T1D starting university in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,10
496,Compare continuous glucose monitoring accuracy in hot climates in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,8
497,How does travel affect T1D management?,general,4,Mistral,False,recommendation,[],False,5
