id,query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,has_biomarker
3383,Describe the biochemical mechanisms of iron absorption.,general,1,TinyLlama,True,,['iron'],False,True
152,What's the recommended daily calorie intake for weight loss in Nigeria?,recommendation,4,Mistral,True,,[],False,False
598,What is the best diet for managing Crohn's disease?,therapy,5,Mistral,True,recommendation,[],True,False
151,How much vitamin C should a child with scurvy consume daily?,recommendation,5,Mistral,True,,['vitamin c'],False,True
1936,Suggest foods from the Food Composition Table rich in zinc for adolescents.,recommendation,1,Mistral,False,,['zinc'],False,True
1621,What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,['phytate'],False,True
20,Which has lower oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,False
1340,Suggest plant-based alternatives high in calcium for iron-deficiency anemia.,recommendation,4,Mistral,True,,"['calcium', 'iron']",False,True
3165,Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,2,TinyLlama,True,,['magnesium'],False,True
3437,How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,False,,['phytate'],False,True
2568,What is the best way to enhance calcium absorption for athletes?,recommendation,1,TinyLlama,True,,['calcium'],False,True
81,What's the ideal iron intake for a child with sickle cell disease?,recommendation,5,Mistral,True,,['iron'],False,True
307,How does thiamine work in the body?,general,4,Mistral,False,,[],False,False
1955,Propose dietary changes for reducing phytate intake in athletes.,recommendation,2,Mistral,False,,['phytate'],False,True
2442,Compare the phytate levels in wheat bread and yam flour based on the Food Composition Table.,comparison,4,Mistral,False,,['phytate'],False,True
99,What's the recommended daily potassium intake for someone with hypertension?,recommendation,4,Mistral,True,,['potassium'],False,True
201,Nutrition therapy for hypertension with creatinine 1.2 mg/dL,therapy,5,Mistral,False,,['creatinine'],True,True
2705,Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,5,Mistral,False,,['iron'],True,True
1145,Can I eat nuts if I have diverticulitis?,therapy,3,Mistral,True,general,[],False,False
800,What's the suggested daily calorie intake for weight gain in Nigeria?,recommendation,4,Mistral,True,,[],False,False
723,How does magnesium bioavailability compare between raw and roasted cashews?,comparison,4,Mistral,True,,['magnesium'],False,True
3065,How do the biochemical impacts of fiber differ from iron in pediatric diets?,comparison,5,TinyLlama,True,,"['fiber', 'iron']",False,True
1406,Recommend a supplementation strategy for improving zinc status in chronic kidney disease.,recommendation,2,Mistral,False,,['zinc'],False,True
403,Explain how vitamin K helps with blood clotting,general,4,Mistral,False,,['vitamin k'],False,True
2513,Compare vegetarian vs paleo for iron bioavailability in patients with anemia.,comparison,1,TinyLlama,False,,['iron'],False,True
401,Give me the amino acid breakdown of soybean,general,3,Mistral,False,,[],False,False
58,Is palm oil or coconut oil better for vitamin E absorption?,comparison,2,TinyLlama,True,,[],False,False
1074,What fat intake is ideal for people with fatty liver disease?,recommendation,4,Mistral,True,,[],False,False
193,What's the recommended daily potassium intake for someone with hypokalemia?,recommendation,5,Mistral,True,,['potassium'],False,True
1370,What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,True,,[],False,False
604,Unfermented ogi or sourdough bread—which has lower phytate content?,comparison,4,Mistral,True,,['phytate'],False,True
1016,What is the role of selenium in thyroid function?,general,4,Mistral,False,,[],False,False
1753,Recommend dietary changes for reducing phytate intake in children under 5.,recommendation,4,TinyLlama,False,comparison,['phytate'],False,True
1889,Assess low-phytate vs vegan for iron bioavailability in patients with anemia.,comparison,5,Mistral,False,,"['iron', 'phytate']",False,True
134,How much vitamin D should a child with rickets consume daily?,recommendation,5,Mistral,True,,['vitamin d'],False,True
1962,Advise dietary changes for reducing phytate intake in pregnant women.,recommendation,3,Mistral,False,,['phytate'],False,True
463,What's the safe ammonia level for someone with urea cycle disorder?,recommendation,5,Mistral,True,,['urea'],False,True
305,Explain how vitamin K helps with blood clotting,general,4,Mistral,False,,['vitamin k'],False,True
3300,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,4,TinyLlama,False,,[],True,False
3315,Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,Mistral,True,,[],False,False
202,What's the ideal fat intake for someone with short bowel syndrome?,recommendation,5,Mistral,True,,[],False,False
2826,Explain the relationship between the Food Composition Table and dietary assessment.,general,4,Mistral,True,,[],False,False
182,How much selenium should someone with Kashin-Beck disease consume daily?,recommendation,5,Mistral,True,,[],False,False
2571,Suggest foods from the Food Composition Table rich in magnesium for pregnant women.,recommendation,4,TinyLlama,False,,['magnesium'],False,True
324,Diet therapy for hypertension with potassium 3.2 mmol/L,therapy,5,Mistral,False,,['potassium'],True,True
1198,What is the best diet for managing Crohn's disease symptoms?,therapy,5,Mistral,True,recommendation,[],True,False
229,Diet therapy for Ehlers-Danlos syndrome with POTS,therapy,5,Mistral,False,,[],True,False
346,Explain how insulin works in the body,general,4,Mistral,False,therapy,[],False,False
10,How does iron get absorbed in the gut?,general,4,Mistral,False,,['iron'],False,True
1893,Examine low-phytate vs vegan for iron bioavailability in patients with anemia.,comparison,4,Mistral,True,,"['iron', 'phytate']",False,True
910,What foods should I eat if I have hereditary hemochromatosis and ferritin level of 2000 ng/mL?,therapy,5,Mistral,False,,['ferritin'],True,True
3349,How should a patient with kidney stones adjust their meal plan to improve calcium absorption?,therapy,5,Mistral,False,,['calcium'],True,True
859,What daily vitamin D intake is recommended for people with osteoporosis?,recommendation,4,Mistral,True,,['vitamin d'],False,True
1949,Suggest plant-based alternatives high in iron for iron-deficiency anemia.,recommendation,4,TinyLlama,True,,['iron'],False,True
405,How does thiamine work in the body?,general,4,Mistral,False,,[],False,False
2430,Compare the phytate levels in brown rice and yam flour based on the Food Composition Table.,comparison,2,Mistral,False,,['phytate'],False,True
1257,Which has higher protein digestibility: cassava flour or sorghum?,comparison,2,Mistral,False,,['protein'],False,True
1887,How do the biochemical impacts of fiber differ from vitamin C in pediatric diets?,comparison,2,Mistral,False,,"['fiber', 'vitamin c']",False,True
2000,Suggest plant-based alternatives high in zinc for stunted growth.,recommendation,5,Mistral,True,,['zinc'],False,True
1631,How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,False,,['phytate'],False,True
669,How does calcium absorption compare between traditional and commercial yogurts?,comparison,4,Mistral,True,,['calcium'],False,True
2025,Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,1,Mistral,False,,['calcium'],False,True
2071,Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,5,TinyLlama,True,,['iron'],True,True
671,"How does phytate reduction compare between soaking,  sprouting,  and fermenting cowpeas?",comparison,4,Mistral,True,,['phytate'],False,True
256,What's the ideal protein intake for a 50kg Ghanaian weightlifter?,recommendation,4,Mistral,True,,['protein'],False,True
2399,Design a dietary intervention for improving vitamin D status in kidney stones.,therapy,3,Mistral,False,general,['vitamin d'],False,True
1322,Which has higher protein digestibility: cassava flour or sorghum?,comparison,2,Mistral,True,,['protein'],False,True
710,Which is better for vitamin K2 (MK-7) absorption: palm oil or coconut oil?,comparison,3,TinyLlama,True,,['vitamin k'],False,True
319,Diet management for Crohn's disease with stricturing phenotype,therapy,5,Mistral,False,,[],True,False
810,What protein intake is ideal for a 55kg South African cyclist?,recommendation,4,Mistral,True,,['protein'],False,True
2579,Suggest plant-based alternatives high in calcium for osteoporosis.,recommendation,2,Mistral,True,,['calcium'],False,True
2533,Recommend a supplementation strategy for improving zinc status in osteoporosis.,recommendation,3,Mistral,True,,['zinc'],False,True
2596,Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,5,Mistral,False,,['iron'],False,True
1072,What's the suggested daily calorie intake for weight loss in Nigeria?,recommendation,4,Mistral,True,,[],False,False
509,Is intermittent fasting good for diabetes management?,therapy,3,Mistral,True,general,[],False,False
171,What's the ideal protein intake for a child with MSUD?,recommendation,5,Mistral,True,,['protein'],False,True
1118,What's the difference between saturated and unsaturated fats?,general,3,Mistral,False,comparison,[],False,False
3584,How should a patient with kidney stones adjust their meal plan to improve magnesium absorption?,therapy,4,Mistral,False,comparison,['magnesium'],True,True
2884,Explain the relationship between the Food Composition Table and dietary assessment.,general,3,Mistral,False,,[],False,False
3142,Suggest plant-based alternatives high in magnesium for iron-deficiency anemia.,recommendation,2,Mistral,False,,"['iron', 'magnesium']",False,True
3044,"Among them, option shows elevated protein digestibility: wheat bread or yam flour?",comparison,5,Mistral,False,,['protein'],False,True
410,What is the chemical structure of vitamin B12?,general,4,Mistral,False,,[],False,False
2290,How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,False,,['phytate'],False,True
2351,Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,4,Mistral,True,therapy,['iron'],False,True
397,How much iron is in a 3-ounce serving of beef?,general,2,TinyLlama,False,recommendation,['iron'],False,True
117,Compare protein quality: boiled vs roasted soybeans,comparison,3,TinyLlama,True,,['protein'],False,True
1928,What is the best way to enhance calcium absorption for elderly patients?,recommendation,1,Mistral,True,,['calcium'],False,True
733,What daily vitamin C intake is recommended for smokers?,recommendation,3,Mistral,True,,['vitamin c'],False,True
3355,Create a therapeutic meal plan for osteoporosis based on the Food Composition Table.,therapy,2,TinyLlama,False,,[],False,False
1333,Recommend a supplementation strategy for improving zinc status in osteoporosis.,recommendation,3,Mistral,True,,['zinc'],False,True
1705,Suggest plant-based alternatives high in calcium for malnutrition.,recommendation,2,TinyLlama,False,therapy,['calcium'],False,True
245,What should I eat with type 2 diabetes and GLP-1 agonist treatment?,therapy,5,Mistral,False,,[],True,False
2499,Which has higher protein digestibility: millet porridge or quinoa?,comparison,1,Mistral,True,,['protein'],False,True
3521,How does vitamin D affect metabolic pathways in the human body?,general,3,TinyLlama,False,comparison,['vitamin d'],False,True
3008,How do the biochemical impacts of fiber differ from magnesium in pediatric diets?,comparison,2,Mistral,False,,"['fiber', 'magnesium']",False,True
2758,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,TinyLlama,False,,['phytate'],False,True
1724,How does iron affect metabolic pathways in the human body?,general,1,TinyLlama,False,therapy,['iron'],False,True
1063,What daily magnesium intake is recommended for people with migraines?,recommendation,4,Mistral,True,,['magnesium'],False,True
248,What should I eat if I have celiac disease and concurrent IgA deficiency?,therapy,5,Mistral,False,,[],True,False
3522,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,comparison,[],False,False
376,What should I eat if I have celiac disease and concurrent SIBO?,therapy,5,Mistral,False,,[],True,False
908,Nutrition plan recommendations for Marfan syndrome with aortic root dilation,therapy,5,Mistral,False,,[],True,False
1117,How much fiber should I eat daily to manage constipation?,recommendation,3,Mistral,True,therapy,['fiber'],False,True
3129,Propose a supplementation strategy for improving vitamin B12 status in chronic kidney disease.,recommendation,3,Mistral,True,,[],False,False
2196,How does vitamin D affect metabolic pathways in the human body?,general,2,Mistral,False,,['vitamin d'],False,True
267,Nutrition therapy for hypertension with magnesium 1.2 mg/dL,therapy,5,Mistral,False,,['magnesium'],True,True
162,How much zinc should a 2-year-old with chronic diarrhea consume daily?,recommendation,5,Mistral,True,,['zinc'],False,True
227,What should I eat with Wilson's disease and ceruloplasmin 10 mg/dL?,therapy,5,Mistral,False,,[],True,False
1500,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,4,TinyLlama,False,,[],True,False
3187,Advise a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,3,TinyLlama,False,,['magnesium'],False,True
1310,Which has higher protein digestibility: wheat bread or oats?,comparison,2,Mistral,True,,['protein'],False,True
2263,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,False
2269,Describe the biochemical mechanisms of zinc absorption.,general,4,Mistral,True,,['zinc'],False,True
2353,Advise dietary changes for reducing phytate intake in children under 5.,recommendation,4,TinyLlama,False,comparison,['phytate'],False,True
1566,Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,1,TinyLlama,False,,[],False,False
643,How does magnesium bioavailability compare between raw and roasted pumpkin seeds?,comparison,4,Mistral,True,,['magnesium'],False,True
3378,Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,True,,[],False,False
1739,How do the biochemical impacts of polyphenol differ from magnesium in pediatric diets?,comparison,2,Mistral,True,recommendation,['magnesium'],False,True
1708,Which has higher protein digestibility: wheat bread or sorghum?,comparison,2,TinyLlama,False,recommendation,['protein'],False,True
441,How much phenylalanine should a child with PKU consume daily?,recommendation,5,Mistral,True,,[],False,False
168,What's the recommended daily potassium intake for someone with hypokalemia?,recommendation,5,Mistral,True,,['potassium'],False,True
1561,Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,2,TinyLlama,False,,['iron'],False,True
2665,Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,5,TinyLlama,True,,[],True,False
2361,How should a patient with kidney stones adjust their nutritional plan to improve vitamin D absorption?,therapy,1,Mistral,True,recommendation,['vitamin d'],False,True
2339,How do the biochemical impacts of polyphenol differ from magnesium in pediatric diets?,comparison,2,Mistral,True,recommendation,['magnesium'],False,True
74,How much magnesium should someone with muscle cramps consume daily?,recommendation,4,Mistral,True,,['magnesium'],False,True
34,Is roasted or boiled yam better for blood sugar control?,comparison,3,TinyLlama,True,,[],False,False
2562,Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,3,Mistral,False,,['phytate'],False,True
1302,Compare the effects of calcium carbonate and folic acid on calcium absorption.,comparison,1,TinyLlama,False,,['calcium'],False,True
1286,Compare the phytate levels in millet porridge and maize flour based on the Food Composition Table.,comparison,5,TinyLlama,True,,['phytate'],False,True
3507,Design a dietary intervention for improving zinc status in kidney stones.,therapy,1,Mistral,True,recommendation,['zinc'],False,True
424,What is the role of vitamin A in vision?,general,4,Mistral,False,,['vitamin a'],False,True
319,Explain the methylation cycle and its importance,general,5,Mistral,False,,[],False,False
251,Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,['sodium'],True,True
1159,Is intermittent fasting safe for people with diabetes?,therapy,4,Mistral,True,general,[],True,False
2680,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,False,,['phytate'],True,True
1987,Advise a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,3,TinyLlama,False,,['magnesium'],False,True
1262,Compare the phytate levels in lentils and quinoa based on the Food Composition Table.,comparison,5,Mistral,True,,['phytate'],False,True
3318,Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,[],False,False
533,How much water should pregnant women drink daily?,recommendation,3,Mistral,True,therapy,[],False,False
999,What's the nutrient composition of 100g of boiled bambara nut?,general,2,TinyLlama,False,,[],False,False
280,What's the ideal protein intake for a 55kg South African cyclist?,recommendation,4,Mistral,True,,['protein'],False,True
290,Nutrition management for heart failure with ejection fraction 35%,therapy,5,Mistral,False,,[],True,False
2629,Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,4,Mistral,False,,['magnesium'],False,True
3297,Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,4,Mistral,False,,[],True,False
1365,Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,2,TinyLlama,True,,['magnesium'],False,True
616,"Which traditional fermentation method—ogi,  akamu,  or kenkey—reduces phytate most?",comparison,4,Mistral,True,,['phytate'],False,True
2118,Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,[],False,False
1905,Contrast the phytate amounts in wheat bread and maize flour based on the Food Composition Table.,comparison,5,Mistral,False,,['phytate'],False,True
492,What is the role of glycine in non-ketotic hyperglycinemia?,general,5,Mistral,False,,[],False,False
1100,What's the suggested daily iodine intake for pregnant women in Africa?,recommendation,4,Mistral,True,,[],False,False
2846,What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,['phytate'],False,True
2363,Suggest foods from the Food Composition Table rich in iron for elderly patients.,recommendation,4,TinyLlama,True,general,['iron'],False,True
2759,Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,5,TinyLlama,True,,[],True,False
459,How much omega-3 should someone with rheumatoid arthritis consume daily?,recommendation,4,Mistral,True,,[],False,False
2005,Suggest foods from the Food Composition Table rich in vitamin B12 for pregnant women.,recommendation,2,TinyLlama,False,,[],False,False
372,Compare the calcium content in milk and almond milk,comparison,3,Mistral,True,therapy,['calcium'],False,True
1066,What protein intake is ideal for children with kwashiorkor?,recommendation,5,Mistral,True,,['protein'],False,True
458,What's the ideal carbohydrate intake for a diabetic patient?,recommendation,3,Mistral,True,,[],False,False
262,What's the recommended daily potassium intake for someone with hypertension?,recommendation,4,Mistral,True,,['potassium'],False,True
1510,How should a patient with kidney stones adjust their diet to improve magnesium absorption?,therapy,5,TinyLlama,False,,['magnesium'],True,True
3590,Create a therapeutic nutritional plan for kidney stones based on the Food Composition Table.,therapy,5,TinyLlama,False,general,[],True,False
381,Diet management for IBD with vitamin B12 deficiency (200 pg/mL),therapy,5,Mistral,False,,[],True,False
2007,Suggest dietary changes for reducing phytate intake in children under 5.,recommendation,5,Mistral,False,,['phytate'],False,True
1138,What foods should I eat before running a marathon?,recommendation,4,Mistral,True,therapy,[],False,False
24,Compare the iron content of palm oil and shea butter,comparison,2,TinyLlama,True,,['iron'],False,True
375,Can I drink alcohol while on blood pressure medication?,therapy,4,Mistral,True,general,[],True,False
1004,What foods contain the most vitamin C?,general,2,TinyLlama,False,,['vitamin c'],False,True
661,How does vitamin B12 compare between fortified and unfortified plant milks?,comparison,3,TinyLlama,True,,[],False,False
38,How much vitamin K should someone on warfarin maintain daily?,recommendation,5,Mistral,True,,['vitamin k'],False,True
1481,How should a patient with celiac disease adjust their diet to improve vitamin D absorption?,therapy,2,TinyLlama,False,,['vitamin d'],False,True
1845,How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,3,Mistral,True,,['calcium'],False,True
2255,What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,['phytate'],False,True
2553,What is the best way to enhance magnesium absorption for pregnant women?,recommendation,3,TinyLlama,False,,['magnesium'],False,True
1681,Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,False,,[],False,False
326,What is the role of vitamin A in vision?,general,4,Mistral,False,,['vitamin a'],False,True
416,What is the role of selenium in thyroid function?,general,4,Mistral,False,,[],False,False
612,Which has more lysine: bambara nut or cowpea?,comparison,2,TinyLlama,True,,[],False,False
3211,Suggest a supplementation strategy for improving calcium status in stunted growth.,recommendation,1,Mistral,False,,['calcium'],False,True
182,What's the ideal carbohydrate intake for a child with glycogen storage disease?,recommendation,5,Mistral,True,,[],False,False
2762,Design a dietary intervention for improving zinc status in osteoporosis.,therapy,2,TinyLlama,False,,['zinc'],False,True
285,"My patient has gout with uric acid 9.2 mg/dL,  what diet therapy should I prescribe?",therapy,5,Mistral,False,,[],True,False
1020,What is the role of glutathione in the body?,general,5,Mistral,False,,[],False,False
3260,Design a dietary intervention for improving iron status in osteoporosis.,therapy,5,TinyLlama,True,,['iron'],True,True
2869,Describe the biochemical mechanisms of zinc absorption.,general,4,Mistral,True,,['zinc'],False,True
2704,Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,False
1957,Suggest dietary changes for reducing phytate intake in children under 5.,recommendation,3,Mistral,False,,['phytate'],False,True
1900,How do the biochemical impacts of phytate differ from vitamin C in pediatric diets?,comparison,3,TinyLlama,True,,"['phytate', 'vitamin c']",False,True
2697,Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,4,Mistral,False,,[],True,False
3248,Propose dietary changes for reducing phytate intake in athletes.,recommendation,3,Mistral,False,,['phytate'],False,True
3094,"In your view, which option contains elevated protein digestibility: brown rice or maize flour?",comparison,4,Mistral,True,,['protein'],False,True
836,What calcium intake is ideal for children with hypophosphatemic rickets?,recommendation,5,Mistral,True,,['calcium'],False,True
2035,Advise a supplementation strategy for improving magnesium status in stunted growth.,recommendation,1,TinyLlama,True,,['magnesium'],False,True
331,What is the nutrient composition of traditional Nigerian egusi soup?,general,3,Mistral,False,,[],False,False
3099,What contains more protein digestibility: millet porridge or quinoa?,comparison,1,Mistral,True,,['protein'],False,True
344,How much water should I drink every day to lose weight?,recommendation,3,Mistral,True,therapy,[],False,False
1639,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,False
3462,What is the role of phytates in human biochemistry?,general,4,Mistral,False,,['phytate'],False,True
2204,How does iron affect metabolic pathways in the human body?,general,2,Mistral,False,,['iron'],False,True
2096,Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,2,Mistral,True,,[],False,False
2236,What is the role of phytates in human biochemistry?,general,3,TinyLlama,False,,['phytate'],False,True
1922,"In your view, which option possesses more protein digestibility: cassava flour or sorghum?",comparison,2,Mistral,True,,['protein'],False,True
2587,Recommend a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,3,TinyLlama,False,,['magnesium'],False,True
1304,Compare the phytate levels in brown rice and yam flour based on the Food Composition Table.,comparison,1,Mistral,True,,['phytate'],False,True
172,How much zinc should a child with zinc deficiency consume daily?,recommendation,5,Mistral,True,,['zinc'],False,True
1583,Describe the biochemical mechanisms of iron absorption.,general,1,TinyLlama,True,,['iron'],False,True
1375,Suggest plant-based alternatives high in vitamin B12 for iron-deficiency anemia.,recommendation,1,Mistral,False,,['iron'],False,True
626,Which is better for gut health: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,False
2114,Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,3,Mistral,True,,[],False,False
299,What to eat with hemochromatosis and ferritin 1500 ng/mL?,therapy,5,Mistral,False,,['ferritin'],True,True
1814,Contrast vegetarian vs vegan for iron bioavailability in patients with anemia.,comparison,5,TinyLlama,True,,['iron'],False,True
536,Compare the protein quality of plant vs animal sources,comparison,4,Mistral,True,therapy,['protein'],False,True
632,Which has more lycopene: fresh or cooked tomatoes?,comparison,2,TinyLlama,True,,[],False,False
2807,What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,['phytate'],False,True
257,Nutrition management for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,[],True,False
2755,Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,2,TinyLlama,False,,[],False,False
540,How much vitamin C is in a glass of orange juice?,general,2,TinyLlama,False,recommendation,['vitamin c'],False,True
1984,What is the best way to enhance calcium absorption for adolescents?,recommendation,4,TinyLlama,False,,['calcium'],False,True
161,How much zinc should a 5-year-old with stunted growth consume daily?,recommendation,5,Mistral,True,,['zinc'],False,True
1644,Explain the relationship between the Food Composition Table and dietary assessment.,general,2,TinyLlama,False,,[],False,False
28,Which African legume has highest methionine: bambara nut or pigeon pea?,comparison,3,TinyLlama,True,,[],False,False
2259,Explain the relationship between the Food Composition Table and dietary assessment.,general,4,TinyLlama,False,,[],False,False
531,What is the best time to eat carbohydrates?,general,3,Mistral,True,recommendation,[],False,False
1762,How should a patient with iron-deficiency anemia adjust their diet to improve iron absorption?,therapy,5,TinyLlama,True,comparison,['iron'],True,True
2420,How do the biochemical impacts of fiber differ from calcium in pediatric diets?,comparison,2,TinyLlama,False,,"['calcium', 'fiber']",False,True
1130,How much sugar is in a standard can of soda?,general,1,TinyLlama,False,recommendation,[],False,False
897,Nutrition management recommendations for anorexia nervosa with BMI 15.2,therapy,5,Mistral,False,,[],True,False
2151,Create a therapeutic nutritional plan for osteoporosis based on the Food Composition Table.,therapy,1,Mistral,True,,[],False,False
3077,"Out of these, option shows elevated protein digestibility: cassava flour or oats?",comparison,1,Mistral,True,,['protein'],False,True
2051,How should a patient with kidney stones adjust their nutritional plan to improve calcium absorption?,therapy,4,TinyLlama,False,,['calcium'],True,True
2947,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,Mistral,False,recommendation,['phytate'],True,True
3155,Propose dietary changes for reducing phytate intake in athletes.,recommendation,2,Mistral,False,,['phytate'],False,True
3480,Describe the biochemical mechanisms of vitamin D absorption.,general,4,TinyLlama,False,,['vitamin d'],False,True
962,Diet plan recommendations for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,[],True,False
2040,Propose dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,False,,['phytate'],False,True
1921,Assess ketogenic vs paleo for iron bioavailability in patients with anemia.,comparison,2,TinyLlama,True,,['iron'],False,True
3225,Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,1,Mistral,False,,['calcium'],False,True
3423,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,False,,[],False,False
144,How much magnesium should someone with muscle spasms consume daily?,recommendation,4,Mistral,True,,['magnesium'],False,True
3041,Evaluate the phytate amounts in millet porridge and sorghum based on the Food Composition Table.,comparison,2,TinyLlama,True,,['phytate'],False,True
1119,Is coconut oil healthier than olive oil for cooking?,comparison,3,Mistral,True,therapy,[],False,False
2058,How should a patient with celiac disease adjust their meal plan to improve zinc absorption?,therapy,3,Mistral,False,,['zinc'],False,True
1873,How do the biochemical impacts of fiber differ from magnesium in pediatric diets?,comparison,1,Mistral,False,,"['fiber', 'magnesium']",False,True
759,What daily vitamin E intake is recommended for people with NAFLD?,recommendation,4,Mistral,True,,[],False,False
589,Is it healthy to eat late at night?,general,2,TinyLlama,True,recommendation,[],False,False
822,What iron intake is ideal for people with hemochromatosis?,recommendation,5,Mistral,True,,['iron'],False,True
341,What are the nutritional benefits of eating only bananas for a month?,general,2,TinyLlama,True,recommendation,[],False,False
2277,What is the role of phytates in human biochemistry?,general,1,Mistral,False,,['phytate'],False,True
1228,Compare the effects of vitamin D and vitamin K2 on calcium absorption.,comparison,3,TinyLlama,True,,"['calcium', 'vitamin d', 'vitamin k']",False,True
53,Compare iron content: traditional Nigerian vs Ghanaian soups,comparison,3,TinyLlama,True,,['iron'],False,True
350,Nutrition plan for CKD stage 3 with potassium 5.8 mg/dL,therapy,5,Mistral,False,,['potassium'],True,True
970,Diet plan recommendations for PKU with tyrosine level of 30 µmol/L,therapy,5,Mistral,False,,[],True,False
666,Which is better for gut health: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,False
316,What is the biochemical mechanism of scurvy?,general,4,Mistral,False,,[],False,False
381,What is the difference between probiotics and prebiotics?,general,3,Mistral,False,comparison,[],False,False
1242,Compare the phytate levels in wheat bread and yam flour based on the Food Composition Table.,comparison,4,Mistral,False,,['phytate'],False,True
1001,Can you provide the amino acid breakdown of soybean?,general,3,Mistral,False,,[],False,False
1676,What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,,['phytate'],False,True
639,How does iron bioavailability compare between fresh and canned spinach?,comparison,3,TinyLlama,True,,['iron'],False,True
2124,Design a dietary intervention for improving magnesium status in osteoporosis.,therapy,2,Mistral,True,,['magnesium'],False,True
2881,Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,False,,[],False,False
528,What foods are high in potassium?,general,2,TinyLlama,False,recommendation,['potassium'],False,True
361,Nutrition management for rheumatoid arthritis with TNF inhibitor treatment,therapy,5,Mistral,False,,[],True,False
2951,Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,4,Mistral,True,therapy,['iron'],False,True
1067,What daily zinc intake is recommended for children with diarrhea?,recommendation,5,Mistral,True,,['zinc'],False,True
1719,Compare the phytate levels in cassava flour and yam flour based on the Food Composition Table.,comparison,1,Mistral,False,recommendation,['phytate'],False,True
2674,Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,1,TinyLlama,False,,[],False,False
389,Diet management for heart failure with hyperkalemia (K+ 5.8 mmol/L),therapy,5,Mistral,False,,[],True,False
3448,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,False,,['phytate'],False,True
